Author,Exposure,Outcome,Direction,Strength,ID,Status,Corrected_Direction,Exposure_name,Outcome_name
doi: 10.3389/fneur.2020.594672,4038720,4310996,Decrease,0.51,11,Final,Decrease,exercise,first ischemic stroke
"Bernardo-Castro et al., Front Neurol 2020",4038720,436940,Decrease,0.51,11,Final,Decrease,exercise,metabolic syndrom
doi: 10.3389/fneur.2020.594672,4038720,316866,Decrease,0.51,11,Final,Decrease,exercise,hypertension
"Bernardo-Catro et al., 2020",316866,4232457,Increase,4.8,11,Final,Increase,hypertension,white matter hyperintensities (MRI)
"Frey et al, Front Neurol 2019",4298794,4310996,Increase,5.31,11,Final,Increase,smoking,first ischemic stroke
doi: 10.3389/fneur.2019.00238,4298794,4232457,Increase,5.0,11,Final,Increase,smoking,white matter hyperintensities (MRI)
"Ryu et al., Brain 2017 doi: 10.1093/brain/aww259",4306703,4232457,Increase,6.0,11,Final,Increase,atherosclerosis,white matter hyperintensities (MRI)
,436940,4306703,Increase,6.0,11,Final,Increase,metabolic syndrom,atherosclerosis
,4231363,4310996,Increase,6.0,11,Final,Increase,atherosclerosis/thrombosis,first ischemic stroke
,4306703,4310996,Increase,6.0,11,Final,Increase,atherosclerosis/thrombosis,first ischemic stroke
,4024552,4310996,Increase,6.0,11,Final,Increase,cardiac dysfunction,first ischemic stroke
120 versus 135 systolic blood pressure,4024552,4232457,Increase,6.54,11,Final,Increase,cardiac dysfunction,white matter hyperintensities (MRI)
,4306703,4178903,Increase,6.0,11,Final,Increase,atherosclerosis,vessel stenosis/occlusion
,4306703,4217691,Increase,6.0,11,Final,Increase,atherosclerosis,vessel stenosis/occlusion
"Power et al., Neurology 2015",4178903,4232457,Increase,6.13,11,Final,Increase,vessel stenosis/occlusion,white matter hyperintensities (MRI)
"Power et al., Neurology 2015",4217691,4232457,Increase,6.13,11,Final,Increase,vessel stenosis/occlusion,white matter hyperintensities (MRI)
84:841-848,4178903,4310996,Increase,6.0,11,Final,Increase,vessel stenosis/occlusion,first ischemic stroke
84:841-848,4217691,4310996,Increase,6.0,11,Final,Increase,vessel stenosis/occlusion,first ischemic stroke
,4306703,4192115,Increase,3.0,11,Final,Increase,atherosclerosis,vulnerable plaques
"Sun et al., Sci Rep 2016 doi: 10.1038/srep33246",4192115,4310996,Increase,6.0,11,Final,Increase,vulnerable plaques,first ischemic stroke
"Famakin et al., Stroke 2009 doi: 10.1161/STROKEAHA.108.546150",4192115,4232457,Increase,6.84,11,Final,Increase,vulnerable plaques,white matter hyperintensities (MRI)
"myocardial infarction, coronary heart disease, cardiac failure Folsom et al., Stroke 2013",4194238,4192115,Decrease,1.0,11,Final,Decrease,endarterectomy,vulnerable plaques
44:961-967,4194238,4178903,Decrease,2.0,11,Final,Decrease,endarterectomy,vessel stenosis/occlusion
44:961-967,4194238,4217691,Decrease,2.0,11,Final,Decrease,endarterectomy,vessel stenosis/occlusion
"myocardial infarction, coronary heart disease, cardiac failure",606770,4310996,Increase,3.0,11,Final,Increase,kidney function,first ischemic stroke
"Hoshino et al., Jama Neurol 2018 doi: 10.1001/jamaneurol.2017.3960",606770,4232457,Increase,5.0,11,Final,Increase,kidney function,white matter hyperintensities (MRI)
,436940,606770,Increase,6.0,11,Final,Increase,metabolic syndrom,kidney function
"Adams et al., Stroke 1993",7,4310996,Increase,4.0,11,Final,Increase,enlarged perivascular spaces,first ischemic stroke
24:35-41,37109909,4232457,Increase,6.0,11,Final,Increase,microbleeds,white matter hyperintensities (MRI)
,439393,4310996,Increase,6.84,11,Final,Increase,preeclampsia/eclampsia,first ischemic stroke
,443700,4310996,Increase,6.84,11,Final,Increase,preeclampsia/eclampsia,first ischemic stroke
"Kassem et al., Ann Transl Med 2020 doi: 10.21037/atm-2020-cass-16",4216292,4310996,Increase,6.68,11,Final,Increase,race,first ischemic stroke
,439393,316866,Increase,6.0,11,Final,Increase,preeclampsia/eclampsia,hypertension
,443700,316866,Increase,6.0,11,Final,Increase,preeclampsia/eclampsia,hypertension
"Cochrane Database Syst Rev. 2020, doi: 10.1002/14651858.CD000515.pub",4166231,4310996,Increase,5.53,11,Final,Increase,genetic factors,first ischemic stroke
,4180169,4232457,Increase,6.13,11,Final,Increase,inflammation,white matter hyperintensities (MRI)
"Kelley et al., Stroke 2020 doi: 10.1161/STROKEAHA.120.030045",432250,4310996,Increase,5.2,11,Final,Increase,infection,first ischemic stroke
"Kim et al., Sci Rep 2019 doi: 10.1038/s41598-019-45109-y",432250,4180169,Increase,5.42,11,Final,Increase,infection,inflammation
,4180169,4295287,Increase,5.42,11,Final,Increase,inflammation,coagulopathy
"Ballerini et al., Neuroimage Clin 2020 doi: 10.1016/j.nicl.2019.102120",4295287,4310996,Increase,6.84,11,Final,Increase,coagulopathy,first ischemic stroke
,4310996,4310996,Increase,6.39,13,Draft,Increase,first ischemic stroke,second ischemic stroke
,4306703,4310996,Increase,5.0,13,Draft,Increase,atherosclerosis,first ischemic stroke
,4306703,4310996,Increase,5.0,13,Draft,Increase,atherosclerosis,second ischemic stroke
,313217,4310996,Increase,4.26,13,Draft,Increase,atrial fibrillation,second ischemic stroke
,313217,4310996,Increase,4.26,13,Draft,Increase,atrial fibrillation,first ischemic stroke
,443392,4310996,Increase,4.08,13,Draft,Increase,cancer,first ischemic stroke
,4137275,4310996,Increase,5.2,13,Draft,Increase,vaskulitis,first ischemic stroke
,4137275,4310996,Increase,5.2,13,Draft,Increase,vaskulitis,second ischemic stroke
,443392,4310996,Increase,5.2,13,Draft,Increase,cancer,second ischemic stroke
,4273629,4310996,Increase,5.2,13,Draft,Increase,chemotherapy,first ischemic stroke
,4273629,4310996,Increase,5.2,13,Draft,Increase,chemotherapy,second ischemic stroke
,443392,4273629,Increase,5.2,13,Draft,Increase,cancer,chemotherapy
,4102202,4310996,Increase,5.2,13,Draft,Increase,sinus venous thrombosis,first ischemic stroke
,4102202,4310996,Increase,5.2,13,Draft,Increase,sinus venous thrombosis,second ischemic stroke
,4322978,4310996,Increase,5.2,13,Draft,Increase,age,second ischemic stroke
,4322978,4310996,Increase,5.2,13,Draft,Increase,age,first ischemic stroke
,4322978,4306703,Increase,5.2,13,Draft,Increase,age,atherosclerosis
,4298794,4306703,Increase,5.2,13,Draft,Increase,smoking,atherosclerosis
,4298794,4310996,Increase,5.2,13,Draft,Increase,smoking,first ischemic stroke
,4298794,4310996,Increase,5.2,13,Draft,Increase,smoking,second ischemic stroke
,4159131,4310996,Increase,5.2,13,Draft,Increase,dyslipidemia,second ischemic stroke
,4159131,4310996,Increase,5.2,13,Draft,Increase,dyslipidemia,first ischemic stroke
,4159131,4306703,Increase,5.2,13,Draft,Increase,dyslipidemia,atherosclerosis
,201820,4306703,Increase,5.2,13,Draft,Increase,diabetes,atherosclerosis
,201820,4310996,Increase,5.2,13,Draft,Increase,diabetes,first ischemic stroke
,201820,4310996,Increase,5.2,13,Draft,Increase,diabetes,second ischemic stroke
,4322978,313217,Increase,4.08,13,Draft,Increase,age,atrial fibrillation
,4322978,443392,Increase,4.08,13,Draft,Increase,age,cancer
,442985,4102202,Increase,4.08,13,Draft,Decrease,female gender,sinus venous thrombosis
,442985,4310996,Increase,4.08,13,Draft,Increase,male gender,first ischemic stroke
,442985,4310996,Increase,4.08,13,Draft,Increase,male gender,second ischemic stroke
,4299535,4102202,Increase,4.08,13,Draft,Increase,pregnancy,sinus venous thrombosis
,442985,4299535,Increase,6.84,13,Draft,Decrease,female gender,pregnancy
,4310996,4052648,Increase,6.84,13,Draft,Increase,first ischemic stroke,disability
,4310996,4052648,Increase,6.84,13,Draft,Increase,second ischemic stroke,disability
,443392,4052648,Increase,6.84,13,Draft,Increase,cancer,disability
,4137275,4052648,Increase,6.84,13,Draft,Increase,vaskulitis,disability
,201820,4052648,Increase,6.84,13,Draft,Increase,diabetes,disability
,316866,4306703,Increase,5.1,13,Draft,Increase,arterial hypertension,atherosclerosis
,316866,4310996,Increase,5.1,13,Draft,Increase,arterial hypertension,first ischemic stroke
,316866,4310996,Increase,5.1,13,Draft,Increase,arterial hypertension,second ischemic stroke
,316866,4052648,Increase,5.1,13,Draft,Increase,arterial hypertension,disability
,4322978,316866,Increase,5.1,13,Draft,Increase,age,arterial hypertension
,4298794,316866,Increase,5.1,13,Draft,Increase,smoking,arterial hypertension
,4299535,201820,Increase,5.1,13,Draft,Increase,pregnancy,diabetes
,4310996,440383,Increase,5.1,13,Draft,Increase,first ischemic stroke,depression
,4310996,440383,Increase,5.1,13,Draft,Increase,second ischemic stroke,depression
,443392,440383,Increase,5.1,13,Draft,Increase,cancer,depression
,4310996,443432,Increase,5.1,13,Draft,Increase,first ischemic stroke,cognitive decline
,4310996,443432,Increase,5.1,13,Draft,Increase,second ischemic stroke,cognitive decline
,4310996,4234649,Decrease,5.1,13,Draft,Decrease,second ischemic stroke,qualitiy of life
,4310996,4234649,Decrease,5.1,13,Draft,Decrease,first ischemic stroke,qualitiy of life
,440383,4234649,Decrease,5.1,13,Draft,Decrease,depression,qualitiy of life
,201820,4234649,Decrease,5.1,13,Draft,Decrease,diabetes,qualitiy of life
,4137275,4234649,Decrease,5.1,13,Draft,Decrease,vaskulitis,qualitiy of life
,4052648,4234649,Decrease,5.1,13,Draft,Decrease,disability,qualitiy of life
,4299535,440383,Increase,5.1,13,Draft,Increase,pregnancy,depression
,4310996,4306934,Decrease,5.1,13,Draft,Increase,first ischemic stroke,mobility
,4310996,4306934,Decrease,2.65,13,Draft,Increase,second ischemic stroke,mobility
,4052648,4306934,Decrease,2.65,13,Draft,Increase,disability,mobility
,440383,4306934,Decrease,2.65,13,Draft,Increase,depression,mobility
,443392,4234649,Decrease,2.65,13,Draft,Decrease,cancer,qualitiy of life
,4322978,4306934,Decrease,3.0,13,Draft,Increase,age,mobility
,4299535,4306934,Decrease,0.57,13,Draft,Increase,pregnancy,mobility
,441589,4310996,Increase,0.57,13,Draft,Increase,endocarditis,first ischemic stroke
,441589,4310996,Increase,0.57,13,Draft,Increase,endocarditis,second ischemic stroke
,441589,4310996,Increase,5.1,13,Draft,Increase,endocarditis,second ischemic stroke
,441589,4052648,Increase,5.1,13,Draft,Increase,endocarditis,disability
,4070299,4310996,Increase,5.64,13,Draft,Increase,persistent foramen ovale,first ischemic stroke
,4070299,4310996,Increase,5.64,13,Draft,Increase,persistent foramen ovale,second ischemic stroke
,4295287,4310996,Increase,4.61,13,Draft,Increase,hypercoagulability,first ischemic stroke
,4295287,4310996,Increase,4.61,13,Draft,Increase,hypercoagulability,second ischemic stroke
,4295287,4102202,Increase,4.61,13,Draft,Increase,hypercoagulability,sinus venous thrombosis
,443392,4295287,Increase,4.61,13,Draft,Increase,cancer,hypercoagulability
,4299535,4295287,Increase,4.61,13,Draft,Increase,pregnancy,hypercoagulability
,4298794,4295287,Increase,3.0,13,Draft,Increase,smoking,hypercoagulability
,4079975,4310996,Increase,1.4,13,Draft,Increase,malformations,first ischemic stroke
,4079975,4310996,Increase,1.4,13,Draft,Increase,malformations,second ischemic stroke
,37153627,4310996,Increase,5.88,13,Draft,Increase,endovascular interventions,first ischemic stroke
,37153627,4310996,Increase,5.88,13,Draft,Increase,endovascular interventions,second ischemic stroke
,4306703,37153627,Increase,5.88,13,Draft,Increase,atherosclerosis,endovascular interventions
,441589,37153627,Increase,1.69,13,Draft,Increase,endocarditis,endovascular interventions
,4299535,4273629,Decrease,3.14,13,Draft,Decrease,pregnancy,chemotherapy
,4301351,4310996,Increase,3.14,13,Draft,Increase,neurosurgery,first ischemic stroke
,4301351,4310996,Increase,4.34,13,Draft,Increase,neurosurgery,second ischemic stroke
,443392,4301351,Increase,4.34,13,Draft,Increase,cancer,neurosurgery
,4079975,4301351,Increase,3.14,13,Draft,Increase,malformations,neurosurgery
,318736,4310996,Increase,4.17,14,Draft,Increase,migraine,ischemic stroke
,318736,4298794,Decrease,4.52,14,Draft,Decrease,migraine,smoking
,433736,4310996,Increase,6.0,14,Draft,Increase,obesity,ischemic stroke
,316866,4306703,Increase,6.0,14,Draft,Increase,hypertension,large artery atherosclerosis
,433736,316866,Increase,6.84,14,Draft,Increase,obesity,hypertension
,317002,4176126,Increase,6.84,14,Draft,Increase,low blood pressure,decreased systemic perfusion
,316139,4176126,Increase,6.84,14,Draft,Increase,heart failure,decreased systemic perfusion
,437312,4176126,Increase,6.84,14,Draft,Increase,loss of blood,decreased systemic perfusion
,4070767,4310996,Increase,6.84,14,Draft,Increase,reduction or complete blockage of blood flow,ischemic stroke
,4176126,4070767,Increase,6.84,14,Draft,Increase,decreased systemic perfusion,reduction or complete blockage of blood flow
,4217691,4070767,Increase,6.84,14,Draft,Increase,severe stenosis,reduction or complete blockage of blood flow
,4178903,4070767,Increase,6.84,14,Draft,Increase,occlusion of a blood vessel,reduction or complete blockage of blood flow
,46272492,4310996,Increase,6.84,14,Draft,Increase,arterial dissection,ischemic stroke
,37311061,4310996,Increase,6.84,14,Draft,Increase,COVID-19,ischemic stroke
,4135811,4310996,Increase,6.84,14,Draft,Increase,fibromuscular dysplasia,ischemic stroke
,4137275,4310996,Increase,6.84,14,Draft,Increase,vasculitis,ischemic stroke
,378774,4310996,Increase,6.84,14,Draft,Increase,Moyamoya disease,ischemic stroke
,4213628,4310996,Increase,6.84,14,Draft,Increase,sickle cell disease arteriopathy,ischemic stroke
,4310996,8,Increase,6.84,14,Draft,Increase,ischemic stroke,production of reactive oxygen species
,8,4285282,Increase,6.84,14,Draft,Increase,production of reactive oxygen species,DNA damage
,4310996,9,Increase,6.84,14,Draft,Increase,ischemic stroke,loss of brain structural integrity
,4276568,318736,Increase,6.84,14,Draft,Increase,female sex steroids,migraine
,4276568,37311061,Decrease,3.37,14,Draft,Decrease,female sex steroids,COVID-19
,4306703,4310996,Increase,6.84,14,Draft,Increase,large artery atherosclerosis,ischemic stroke
,4322978,4285282,Increase,6.84,14,Draft,Increase,ageing,DNA damage
,4322978,318736,Decrease,6.84,14,Draft,Decrease,ageing,migraine
,4322978,316866,Increase,6.84,14,Draft,Increase,ageing,hypertension
,8,4119952,Increase,6.84,14,Draft,Increase,production of reactive oxygen species,endothelial dysfunction
,4029305,4119952,Increase,6.84,14,Draft,Increase,hypercholesterolemia,endothelial dysfunction
,4298794,4119952,Increase,6.84,14,Draft,Increase,smoking,endothelial dysfunction
,201820,4119952,Increase,6.84,14,Draft,Increase,diabetes mellitus,endothelial dysfunction
,316866,4119952,Increase,6.84,14,Draft,Increase,hypertension,endothelial dysfunction
"Harrison Internal Med., 2020",4185607,4310996,Increase,6.0,16,Final,Increase,Embolism,First Ischemic Stroke
"Harrison Internal Med., 2020",4231363,4310996,Increase,4.61,16,Final,Increase,Thrombosis,First Ischemic Stroke
"Harrison Internal Med., 2020",4046360,4231363,Increase,4.61,16,Final,Increase,Lacunes,Thrombosis
"Harrison Internal Med., 2020",313217,4185607,Increase,4.61,16,Final,Increase,Atrial Fibrillation,Embolism
"Harrison Internal Med., 2020",4306703,4231363,Increase,4.61,16,Final,Increase,Atherosclerosis,Thrombosis
"Harrison Internal Med., 2020",442985,4306703,Increase,4.61,16,Final,Increase,Male Sex,Atherosclerosis
"Harrison Internal Med., 2020",4322978,4306703,Increase,4.61,16,Final,Increase,Age,Atherosclerosis
"Harrison Internal Med., 2020",4298794,4306703,Increase,4.61,16,Final,Increase,Smoking,Atherosclerosis
"Harrison Internal Med., 2020",201820,4306703,Increase,4.61,16,Final,Increase,Diabetes,Atherosclerosis
"Harrison Internal Med., 2020",4159131,4306703,Increase,4.0,16,Final,Increase,Dyslipidemia,Atherosclerosis
"Harrison Internal Med., 2020",316866,4306703,Increase,4.61,16,Final,Increase,Hypertension,Atherosclerosis
"Harrison Internal Med., 2020",46272492,4310996,Increase,4.61,16,Final,Increase,Arterial Dissection,First Ischemic Stroke
"Harrison Internal Med., 2020",316866,4046360,Increase,4.61,16,Final,Increase,Hypertension,Lacunes
"Harrison Internal Med., 2020",4322978,4046360,Increase,4.61,16,Final,Increase,Age,Lacunes
"Harrison Internal Med., 2020",4295287,4231363,Increase,4.61,16,Final,Increase,Hypercoagulopathy,Thrombosis
"Harrison Internal Med., 2020",4137275,4310996,Increase,4.61,16,Final,Increase,Vasculitis,First Ischemic Stroke
,6,313217,Increase,4.61,16,Final,Increase,Cardiac Remodelling,Atrial Fibrillation
,4322978,6,Increase,4.61,16,Final,Increase,Age,Cardiac Remodelling
,316866,6,Increase,4.61,16,Final,Increase,Hypertension,Cardiac Remodelling
,4306703,6,Increase,4.61,16,Final,Increase,Atherosclerosis,Cardiac Remodelling
"Harrison Internal Med., 2020",4306703,4329847,Increase,4.61,16,Final,Increase,Atherosclerosis,Myocardial Infarction
,4329847,6,Increase,4.61,16,Final,Increase,Myocardial Infarction,Cardiac Remodelling
"Harrison Internal Med., 2020",4184633,4306703,Increase,4.61,16,Final,Increase,Second-hand Smoking,Atherosclerosis
,35622016,201820,Increase,4.0,16,Final,Increase,Insulin Resistance / Impaired glucose metabolism,Diabetes
,4130526,201820,Increase,4.0,16,Final,Increase,Insulin Resistance / Impaired glucose metabolism,Diabetes
"Kernan, 2002",35622016,4306703,Increase,4.0,16,Final,Increase,Insulin Resistance / Impaired glucose metabolism,Atherosclerosis
"Kernan, 2002",4130526,4306703,Increase,4.0,16,Final,Increase,Insulin Resistance / Impaired glucose metabolism,Atherosclerosis
"Kernan, 2002",4322978,35622016,Increase,4.0,16,Final,Increase,Age,Insulin Resistance / Impaired glucose metabolism
"Kernan, 2002",4322978,4130526,Increase,4.0,16,Final,Increase,Age,Insulin Resistance / Impaired glucose metabolism
,4038718,433736,Increase,4.61,16,Final,Increase,Physical Inactivity,Obesity
Kernan et al. 2002,35622016,316866,Increase,4.0,16,Final,Increase,Insulin Resistance / Impaired glucose metabolism,Hypertension
Kernan et al. 2002,4130526,316866,Increase,4.0,16,Final,Increase,Insulin Resistance / Impaired glucose metabolism,Hypertension
Kernan et al 2002,35622016,4159131,Increase,2.0,16,Final,Increase,Insulin Resistance / Impaired glucose metabolism,Dyslipidemia
Kernan et al 2002,4130526,4159131,Increase,2.0,16,Final,Increase,Insulin Resistance / Impaired glucose metabolism,Dyslipidemia
Kernan et al 2002,35622016,4180169,Increase,4.0,16,Final,Increase,Insulin Resistance / Impaired glucose metabolism,Inflammation
Kernan et al 2002,4130526,4180169,Increase,4.0,16,Final,Increase,Insulin Resistance / Impaired glucose metabolism,Inflammation
"Hansson , 2006",4180169,4306703,Increase,4.17,16,Final,Increase,Inflammation,Atherosclerosis
Kahn et. al 2006,433736,35622016,Increase,4.0,16,Final,Increase,Obesity,Insulin Resistance / Impaired glucose metabolism
Kahn et. al 2006,433736,4130526,Increase,4.0,16,Final,Increase,Obesity,Insulin Resistance / Impaired glucose metabolism
Kahn et. al 2006,433736,4180169,Increase,4.17,16,Final,Increase,Obesity,Inflammation
"Hering, 2015",4251306,15,Increase,0.51,16,Final,Increase,Psychogenic Stress,Sympathetic activation
"Hering, 2015",15,4231363,Increase,0.51,16,Final,Increase,Sympathetic activation,Thrombosis
Redline et al 2011,313459,316866,Increase,0.51,16,Final,Increase,Sleep disturbances / Obstructive Sleep Apnea,Hypertension
Redline et al 2011,435657,316866,Increase,0.51,16,Final,Increase,Sleep disturbances / Obstructive Sleep Apnea,Hypertension
Redline et al 2011,313459,35622016,Increase,2.68,16,Final,Increase,Sleep disturbances / Obstructive Sleep Apnea,Insulin Resistance / Impaired glucose metabolism
Redline et al 2011,313459,4130526,Increase,2.68,16,Final,Increase,Sleep disturbances / Obstructive Sleep Apnea,Insulin Resistance / Impaired glucose metabolism
Redline et al 2011,435657,35622016,Increase,2.68,16,Final,Increase,Sleep disturbances / Obstructive Sleep Apnea,Insulin Resistance / Impaired glucose metabolism
Redline et al 2011,435657,4130526,Increase,2.68,16,Final,Increase,Sleep disturbances / Obstructive Sleep Apnea,Insulin Resistance / Impaired glucose metabolism
Redline et al 2011,313459,4180169,Increase,1.4,16,Final,Increase,Sleep disturbances / Obstructive Sleep Apnea,Inflammation
Redline et al 2011,435657,4180169,Increase,1.4,16,Final,Increase,Sleep disturbances / Obstructive Sleep Apnea,Inflammation
,4251306,4298794,Increase,2.68,16,Final,Increase,Psychogenic Stress,Smoking
,35622016,37018196,Increase,2.68,16,Final,Increase,Insulin Resistance / Impaired glucose metabolism,Prediabetes
,4130526,37018196,Increase,2.68,16,Final,Increase,Insulin Resistance / Impaired glucose metabolism,Prediabetes
Fonville et al. 2014,37018196,201820,Increase,2.68,16,Final,Increase,Prediabetes,Diabetes
,316866,46272492,Increase,2.68,16,Final,Increase,Hypertension,Arterial Dissection
,4298794,316866,Increase,2.68,16,Final,Increase,Smoking,Hypertension
American Heart Association 2014,4146455,316866,Decrease,4.61,16,Final,Decrease,Antihypertensive Therapy,Hypertension
American Heart Association 2014,4201029,4159131,Decrease,4.61,16,Final,Decrease,Statin Therapy,Dyslipidemia
Hansson 2006,4201029,4180169,Decrease,3.44,16,Final,Decrease,Statin Therapy,Inflammation
Kernan et al 2002,4038720,35622016,Decrease,3.44,16,Final,Decrease,Weight Loss and Aerobic Exercise,Insulin Resistance / Impaired glucose metabolism
Kernan et al 2002,4038720,4130526,Decrease,3.44,16,Final,Decrease,Weight Loss and Aerobic Exercise,Insulin Resistance / Impaired glucose metabolism
Kernan et al 2002,4229881,35622016,Decrease,3.44,16,Final,Decrease,Weight Loss and Aerobic Exercise,Insulin Resistance / Impaired glucose metabolism
Kernan et al 2002,4229881,4130526,Decrease,3.44,16,Final,Decrease,Weight Loss and Aerobic Exercise,Insulin Resistance / Impaired glucose metabolism
American Heart Association 2014,4304917,316866,Decrease,3.44,16,Final,Decrease,Dietary salt restriction,Hypertension
American Heart Association 2014,4038720,4038718,Decrease,2.68,16,Final,Decrease,Weight Loss and Aerobic Exercise,Physical Inactivity
American Heart Association 2014,4229881,4038718,Decrease,2.68,16,Final,Decrease,Weight Loss and Aerobic Exercise,Physical Inactivity
American Heart Association 2014,4022846,433736,Decrease,2.68,16,Final,Decrease,Healthy Diet,Obesity
American Heart Association 2014,4301936,201820,Decrease,2.68,16,Final,Decrease,Glycemic control,Diabetes
Kernan et al 2002,4159324,4159131,Decrease,2.25,16,Final,Decrease,Thiazolidindione,Dyslipidemia
Kernan et al 2002,4159324,316866,Decrease,2.25,16,Final,Decrease,Thiazolidindione,Hypertension
Kernan et al 2002,4159324,35622016,Decrease,2.25,16,Final,Decrease,Thiazolidindione,Insulin Resistance / Impaired glucose metabolism
Kernan et al 2002,4159324,4130526,Decrease,2.25,16,Final,Decrease,Thiazolidindione,Insulin Resistance / Impaired glucose metabolism
American Diabetes Association 2020,45771363,201820,Decrease,2.25,16,Final,Decrease,SGLT2 Inhibitors,Diabetes
American Diabetes Association 2020,4166093,201820,Decrease,2.25,16,Final,Decrease,GLP1 Receptor Agonists,Diabetes
American Heart Association 2014,4165535,313459,Decrease,2.25,16,Final,Decrease,CPAP Treatment,Sleep disturbances / Obstructive Sleep Apnea
American Heart Association 2014,4165535,435657,Decrease,2.25,16,Final,Decrease,CPAP Treatment,Sleep disturbances / Obstructive Sleep Apnea
American Heart Association 2014,46273821,4298794,Decrease,2.25,16,Final,Decrease,Smoking Cessation,Smoking
American Heart Association 2014,4283095,4306703,Decrease,3.07,16,Final,Decrease,Carotid Endarterectomy / Angioplasty / stenting,Atherosclerosis
American Heart Association 2014,4178631,4306703,Decrease,3.07,16,Final,Decrease,Carotid Endarterectomy / Angioplasty / stenting,Atherosclerosis
American Heart Association 2014,4050288,4306703,Decrease,3.07,16,Final,Decrease,Carotid Endarterectomy / Angioplasty / stenting,Atherosclerosis
American Heart Association 2014,3655005,4231363,Decrease,3.0,16,Final,Decrease,Mono-/Dual Antiplatelet Therapy,Thrombosis
American Heart Association 2014,4056822,4185607,Decrease,3.07,16,Final,Decrease,Anticoagulation Therapy,Embolism
American Heart Association 2014,3655005,46272492,Decrease,2.68,16,Final,Decrease,Mono-/Dual Antiplatelet Therapy,Arterial Dissection
American Heart Association 2014,4056822,46272492,Decrease,2.68,16,Final,Decrease,Anticoagulation Therapy,Arterial Dissection
American Heart Association 2014,4056822,4295287,Decrease,2.68,16,Final,Decrease,Anticoagulation Therapy,Hypercoagulopathy
Harrison internal medicine 2020,4201029,4231363,Decrease,2.68,16,Final,Decrease,Statin Therapy,Thrombosis
Harrison internal medicine 2020,4201029,316866,Decrease,2.68,16,Final,Decrease,Statin Therapy,Hypertension
Sundell 2008 & mostofsky 2016,4183729,4306703,Decrease,2.0,16,Final,Decrease,Low-Moderate Alcohol Consumption,Atherosclerosis
Sundell 2008 & mostofsky 2016,4336673,316866,Increase,2.0,16,Final,Increase,Heavy Alcohol Consumption,Hypertension
Sundell 2008 & mostofsky 2016,4336673,6,Increase,2.0,16,Final,Increase,Heavy Alcohol Consumption,Cardiac Remodelling
Sundell 2008 & mostofsky 2016,4336673,313217,Increase,2.0,16,Final,Increase,Heavy Alcohol Consumption,Atrial Fibrillation
Sundell 2008 & mostofsky 2016,4336673,4231363,Increase,2.0,16,Final,Increase,Heavy Alcohol Consumption,Thrombosis
American Heart Association 2014,46270002,4336673,Decrease,2.0,16,Final,Decrease,Reducing Alcohol Consumption,Heavy Alcohol Consumption
,4310996,4180770,Increase,2.68,16,Final,Increase,First Ischemic Stroke,Neurological Sequalae
,4310996,4306655,Increase,2.68,16,Final,Increase,First Ischemic Stroke,Death
,4310996,4310996,Increase,2.68,16,Final,Increase,First Ischemic Stroke,Recurrent Stroke
Dirnagl Review,4310996,378143,Increase,6.0,17,Draft,Increase,first stroke,cerebral inflammation
Dirnagl Review,434821,4310996,Increase,6.84,17,Draft,Increase,systemic inflammation,first stroke
Meisel Review NEJM/Nature,4310996,1,Decrease,6.84,17,Draft,Decrease,first stroke,peripheral immune competence
,4310996,443454,Increase,6.84,19,Draft,Increase,first stroke,large infarction
,4310996,255848,Increase,6.84,19,Draft,Increase,first stroke,pneumonia
,443454,255848,Increase,6.84,19,Draft,Increase,large infarction,pneumonia
,255848,4306655,Increase,6.84,19,Draft,Increase,pneumonia,death
,4310996,4306655,Increase,6.84,19,Draft,Increase,first stroke,death
,4310996,4310996,Increase,6.84,19,Draft,Increase,first stroke,second stroke
,4310996,255848,Increase,6.84,19,Draft,Increase,second stroke,pneumonia
,4310996,4306655,Increase,6.84,19,Draft,Increase,second stroke,death
,4310996,440383,Increase,6.84,19,Draft,Increase,first stroke,depression
,440383,4306934,Increase,6.84,19,Draft,Increase,depression,immobility
,4306934,255848,Increase,6.84,19,Draft,Increase,immobility,pneumonia
,4310996,4306934,Increase,6.84,19,Draft,Increase,first stroke,immobility
,4306934,4306655,Increase,6.84,19,Draft,Increase,immobility,death
,4310996,443432,Increase,6.84,19,Draft,Increase,first stroke,cognitive decline
,255848,443432,Increase,5.1,19,Draft,Increase,pneumonia,cognitive decline
,443432,4306655,Increase,2.79,19,Draft,Increase,cognitive decline,death
,4310996,443432,Increase,2.79,19,Draft,Increase,second stroke,cognitive decline
,316866,4310996,Increase,6.84,19,Draft,Increase,hypertension,first stroke
,316866,4310996,Increase,6.84,19,Draft,Increase,hypertension,second stroke
,316866,443432,Increase,5.31,19,Draft,Increase,hypertension,cognitive decline
,4310996,443454,Increase,6.84,19,Draft,Increase,first stroke,infarct localisation
,443454,443432,Increase,6.84,19,Draft,Increase,infarct localisation,cognitive decline
,443454,4242843,Increase,6.84,19,Draft,Increase,infarct localisation,immunodepression
,4242843,255848,Increase,6.84,19,Draft,Increase,immunodepression,pneumonia
,4242843,443432,Decrease,0.51,19,Draft,Decrease,immunodepression,cognitive decline
,201820,4310996,Increase,6.84,19,Draft,Increase,diabetes mellitus,second stroke
,201820,4310996,Increase,6.84,19,Draft,Increase,diabetes mellitus,first stroke
